Temperature - (Celsius), Year, Statistics, Country, ISO3
18.9914, 1955, Aug Average, Belarus, BLR
14.8055, 1955, Sep Average, Belarus, BLR
8.23923, 1955, Oct Average, Belarus, BLR
0.18028, 1955, Nov Average, Belarus, BLR
-5.2709, 1955, Dec Average, Belarus, BLR
-5.788, 1956, Jan Average, Belarus, BLR
-14.775, 1956, Feb Average, Belarus, BLR
-3.5445, 1956, Mar Average, Belarus, BLR
4.49957, 1956, Apr Average, Belarus, BLR
12.1042, 1956, May Average, Belarus, BLR
19.1377, 1956, Jun Average, Belarus, BLR
16.5207, 1956, Jul Average, Belarus, BLR
15.3592, 1956, Aug Average, Belarus, BLR
10.906, 1956, Sep Average, Belarus, BLR
6.75698, 1956, Oct Average, Belarus, BLR
-2.9159, 1956, Nov Average, Belarus, BLR
-3.1393, 1956, Dec Average, Belarus, BLR
-3.5959, 1957, Jan Average, Belarus, BLR
-0.1833, 1957, Feb Average, Belarus, BLR
-2.0197, 1957, Mar Average, Belarus, BLR
7.64516, 1957, Apr Average, Belarus, BLR
12.4263, 1957, May Average, Belarus, BLR
16.5886, 1957, Jun Average, Belarus, BLR
18.7242, 1957, Jul Average, Belarus, BLR
16.7153, 1957, Aug Average, Belarus, BLR
11.7796, 1957, Sep Average, Belarus, BLR
7.3839, 1957, Oct Average, Belarus, BLR
2.16133, 1957, Nov Average, Belarus, BLR
-3.8398, 1957, Dec Average, Belarus, BLR
-5.2795, 1958, Jan Average, Belarus, BLR
-3.8172, 1958, Feb Average, Belarus, BLR
-3.7438, 1958, Mar Average, Belarus, BLR
4.087, 1958, Apr Average, Belarus, BLR
14.4018, 1958, May Average, Belarus, BLR
15.1436, 1958, Jun Average, Belarus, BLR
17.7435, 1958, Jul Average, Belarus, BLR
16.4236, 1958, Aug Average, Belarus, BLR
11.6549, 1958, Sep Average, Belarus, BLR
8.16545, 1958, Oct Average, Belarus, BLR
1.82654, 1958, Nov Average, Belarus, BLR
-2.4281, 1958, Dec Average, Belarus, BLR
-2.7146, 1959, Jan Average, Belarus, BLR
-3.1206, 1959, Feb Average, Belarus, BLR
1.20324, 1959, Mar Average, Belarus, BLR
7.3646, 1959, Apr Average, Belarus, BLR
12.2441, 1959, May Average, Belarus, BLR
17.3, 1959, Jun Average, Belarus, BLR
21.0834, 1959, Jul Average, Belarus, BLR
18.4023, 1959, Aug Average, Belarus, BLR
10.2509, 1959, Sep Average, Belarus, BLR
5.31623, 1959, Oct Average, Belarus, BLR
-0.1223, 1959, Nov Average, Belarus, BLR
-6.2862, 1959, Dec Average, Belarus, BLR
-6.5747, 1960, Jan Average, Belarus, BLR
-6.3234, 1960, Feb Average, Belarus, BLR
-3.3338, 1960, Mar Average, Belarus, BLR
6.13848, 1960, Apr Average, Belarus, BLR
13.1517, 1960, May Average, Belarus, BLR
17.5576, 1960, Jun Average, Belarus, BLR
19.0601, 1960, Jul Average, Belarus, BLR
16.8086, 1960, Aug Average, Belarus, BLR
10.9239, 1960, Sep Average, Belarus, BLR
6.64542, 1960, Oct Average, Belarus, BLR
2.25878, 1960, Nov Average, Belarus, BLR
1.73013, 1960, Dec Average, Belarus, BLR
-4.9491, 1961, Jan Average, Belarus, BLR
-1.266, 1961, Feb Average, Belarus, BLR
2.59314, 1961, Mar Average, Belarus, BLR
7.60955, 1961, Apr Average, Belarus, BLR
12.1521, 1961, May Average, Belarus, BLR
18.1978, 1961, Jun Average, Belarus, BLR
17.6118, 1961, Jul Average, Belarus, BLR
16.2207, 1961, Aug Average, Belarus, BLR
12.5096, 1961, Sep Average, Belarus, BLR
7.84089, 1961, Oct Average, Belarus, BLR
1.90515, 1961, Nov Average, Belarus, BLR
-5.3659, 1961, Dec Average, Belarus, BLR
-2.5277, 1962, Jan Average, Belarus, BLR
-5.224, 1962, Feb Average, Belarus, BLR
-4.7368, 1962, Mar Average, Belarus, BLR
8.83197, 1962, Apr Average, Belarus, BLR
12.1386, 1962, May Average, Belarus, BLR
14.3119, 1962, Jun Average, Belarus, BLR
15.947, 1962, Jul Average, Belarus, BLR
16.1849, 1962, Aug Average, Belarus, BLR
11.8142, 1962, Sep Average, Belarus, BLR
7.58104, 1962, Oct Average, Belarus, BLR
2.87027, 1962, Nov Average, Belarus, BLR
-6.0199, 1962, Dec Average, Belarus, BLR
-13.996, 1963, Jan Average, Belarus, BLR
-8.9899, 1963, Feb Average, Belarus, BLR
-6.0197, 1963, Mar Average, Belarus, BLR
5.43299, 1963, Apr Average, Belarus, BLR
16.7291, 1963, May Average, Belarus, BLR
15.7326, 1963, Jun Average, Belarus, BLR
19.9614, 1963, Jul Average, Belarus, BLR
19.3452, 1963, Aug Average, Belarus, BLR
14.3256, 1963, Sep Average, Belarus, BLR
7.22994, 1963, Oct Average, Belarus, BLR
2.86446, 1963, Nov Average, Belarus, BLR
-7.428, 1963, Dec Average, Belarus, BLR
-6.1024, 1964, Jan Average, Belarus, BLR
-8.8207, 1964, Feb Average, Belarus, BLR
-5.1161, 1964, Mar Average, Belarus, BLR
6.35254, 1964, Apr Average, Belarus, BLR
12.1053, 1964, May Average, Belarus, BLR
19.8252, 1964, Jun Average, Belarus, BLR
18.9034, 1964, Jul Average, Belarus, BLR
15.5354, 1964, Aug Average, Belarus, BLR
12.5778, 1964, Sep Average, Belarus, BLR
7.48503, 1964, Oct Average, Belarus, BLR
0.96451, 1964, Nov Average, Belarus, BLR
-2.0573, 1964, Dec Average, Belarus, BLR
-5.6691, 1965, Jan Average, Belarus, BLR
-8.2179, 1965, Feb Average, Belarus, BLR
-2.1729, 1965, Mar Average, Belarus, BLR
4.56625, 1965, Apr Average, Belarus, BLR
9.86591, 1965, May Average, Belarus, BLR
15.9075, 1965, Jun Average, Belarus, BLR
16.3908, 1965, Jul Average, Belarus, BLR
15.6195, 1965, Aug Average, Belarus, BLR
13.8475, 1965, Sep Average, Belarus, BLR
6.02735, 1965, Oct Average, Belarus, BLR
-3.2917, 1965, Nov Average, Belarus, BLR
-1.7698, 1965, Dec Average, Belarus, BLR
-7.3852, 1966, Jan Average, Belarus, BLR
-5.5042, 1966, Feb Average, Belarus, BLR
1.01232, 1966, Mar Average, Belarus, BLR
8.27866, 1966, Apr Average, Belarus, BLR
14.8575, 1966, May Average, Belarus, BLR
17.0046, 1966, Jun Average, Belarus, BLR
18.8271, 1966, Jul Average, Belarus, BLR
17.0367, 1966, Aug Average, Belarus, BLR
11.4514, 1966, Sep Average, Belarus, BLR
8.84359, 1966, Oct Average, Belarus, BLR
0.55921, 1966, Nov Average, Belarus, BLR
-4.9601, 1966, Dec Average, Belarus, BLR
-10.91, 1967, Jan Average, Belarus, BLR
-5.5772, 1967, Feb Average, Belarus, BLR
1.84354, 1967, Mar Average, Belarus, BLR
7.28007, 1967, Apr Average, Belarus, BLR
15.3378, 1967, May Average, Belarus, BLR
16.4418, 1967, Jun Average, Belarus, BLR
18.4572, 1967, Jul Average, Belarus, BLR
17.2663, 1967, Aug Average, Belarus, BLR
14.1731, 1967, Sep Average, Belarus, BLR
10.1551, 1967, Oct Average, Belarus, BLR
3.264, 1967, Nov Average, Belarus, BLR
-5.869, 1967, Dec Average, Belarus, BLR
-11.237, 1968, Jan Average, Belarus, BLR
-5.6792, 1968, Feb Average, Belarus, BLR
-0.0839, 1968, Mar Average, Belarus, BLR
7.77486, 1968, Apr Average, Belarus, BLR
12.3342, 1968, May Average, Belarus, BLR
18.1924, 1968, Jun Average, Belarus, BLR
16.4299, 1968, Jul Average, Belarus, BLR
17.9495, 1968, Aug Average, Belarus, BLR
12.7696, 1968, Sep Average, Belarus, BLR
5.83296, 1968, Oct Average, Belarus, BLR
0.2123, 1968, Nov Average, Belarus, BLR
-4.2368, 1968, Dec Average, Belarus, BLR
-11.977, 1969, Jan Average, Belarus, BLR
-8.2776, 1969, Feb Average, Belarus, BLR
-4.9887, 1969, Mar Average, Belarus, BLR
6.01669, 1969, Apr Average, Belarus, BLR
13.1213, 1969, May Average, Belarus, BLR
15.7795, 1969, Jun Average, Belarus, BLR
17.9503, 1969, Jul Average, Belarus, BLR
16.7225, 1969, Aug Average, Belarus, BLR
12.011, 1969, Sep Average, Belarus, BLR
6.51271, 1969, Oct Average, Belarus, BLR
3.77848, 1969, Nov Average, Belarus, BLR
-8.6718, 1969, Dec Average, Belarus, BLR
-8.7764, 1970, Jan Average, Belarus, BLR
-8.4121, 1970, Feb Average, Belarus, BLR
-0.9717, 1970, Mar Average, Belarus, BLR
6.7477, 1970, Apr Average, Belarus, BLR
13.3916, 1970, May Average, Belarus, BLR
16.6715, 1970, Jun Average, Belarus, BLR
18.3272, 1970, Jul Average, Belarus, BLR
16.7793, 1970, Aug Average, Belarus, BLR
12.0779, 1970, Sep Average, Belarus, BLR
5.80621, 1970, Oct Average, Belarus, BLR
1.87469, 1970, Nov Average, Belarus, BLR
-3.0577, 1970, Dec Average, Belarus, BLR
-4.2863, 1971, Jan Average, Belarus, BLR
-4.2453, 1971, Feb Average, Belarus, BLR
-3.0182, 1971, Mar Average, Belarus, BLR
6.05407, 1971, Apr Average, Belarus, BLR
14.1403, 1971, May Average, Belarus, BLR
15.9554, 1971, Jun Average, Belarus, BLR
17.685, 1971, Jul Average, Belarus, BLR
18.4574, 1971, Aug Average, Belarus, BLR
11.3213, 1971, Sep Average, Belarus, BLR
6.62194, 1971, Oct Average, Belarus, BLR
0.4584, 1971, Nov Average, Belarus, BLR
-0.254, 1971, Dec Average, Belarus, BLR
-11.458, 1972, Jan Average, Belarus, BLR
-4.1696, 1972, Feb Average, Belarus, BLR
0.05951, 1972, Mar Average, Belarus, BLR
7.42877, 1972, Apr Average, Belarus, BLR
13.8858, 1972, May Average, Belarus, BLR
18.146, 1972, Jun Average, Belarus, BLR
20.7149, 1972, Jul Average, Belarus, BLR
18.7545, 1972, Aug Average, Belarus, BLR
12.108, 1972, Sep Average, Belarus, BLR
5.41286, 1972, Oct Average, Belarus, BLR
2.38084, 1972, Nov Average, Belarus, BLR
-0.7932, 1972, Dec Average, Belarus, BLR
-6.4686, 1973, Jan Average, Belarus, BLR
-1.3408, 1973, Feb Average, Belarus, BLR
0.77147, 1973, Mar Average, Belarus, BLR
7.44203, 1973, Apr Average, Belarus, BLR
12.8927, 1973, May Average, Belarus, BLR
17.0667, 1973, Jun Average, Belarus, BLR
18.6285, 1973, Jul Average, Belarus, BLR
16.8345, 1973, Aug Average, Belarus, BLR
10.4013, 1973, Sep Average, Belarus, BLR
5.23876, 1973, Oct Average, Belarus, BLR
-0.1401, 1973, Nov Average, Belarus, BLR
-4.0341, 1973, Dec Average, Belarus, BLR
-5.8655, 1974, Jan Average, Belarus, BLR
-0.6536, 1974, Feb Average, Belarus, BLR
1.4852, 1974, Mar Average, Belarus, BLR
5.50687, 1974, Apr Average, Belarus, BLR
10.7768, 1974, May Average, Belarus, BLR
15.2776, 1974, Jun Average, Belarus, BLR
16.5125, 1974, Jul Average, Belarus, BLR
17.0083, 1974, Aug Average, Belarus, BLR
13.8545, 1974, Sep Average, Belarus, BLR
7.65475, 1974, Oct Average, Belarus, BLR
2.23476, 1974, Nov Average, Belarus, BLR
0.02933, 1974, Dec Average, Belarus, BLR
-0.7538, 1975, Jan Average, Belarus, BLR
-2.6117, 1975, Feb Average, Belarus, BLR
2.56197, 1975, Mar Average, Belarus, BLR
8.18036, 1975, Apr Average, Belarus, BLR
16.0845, 1975, May Average, Belarus, BLR
16.9955, 1975, Jun Average, Belarus, BLR
18.8166, 1975, Jul Average, Belarus, BLR
17.9834, 1975, Aug Average, Belarus, BLR
15.2104, 1975, Sep Average, Belarus, BLR
6.65916, 1975, Oct Average, Belarus, BLR
-0.8551, 1975, Nov Average, Belarus, BLR
-1.4761, 1975, Dec Average, Belarus, BLR
-7.7603, 1976, Jan Average, Belarus, BLR
-8.7572, 1976, Feb Average, Belarus, BLR
-2.4502, 1976, Mar Average, Belarus, BLR
7.03763, 1976, Apr Average, Belarus, BLR
11.5442, 1976, May Average, Belarus, BLR
14.3065, 1976, Jun Average, Belarus, BLR
17.5542, 1976, Jul Average, Belarus, BLR
15.4566, 1976, Aug Average, Belarus, BLR
11.918, 1976, Sep Average, Belarus, BLR
2.89743, 1976, Oct Average, Belarus, BLR
2.09721, 1976, Nov Average, Belarus, BLR
-2.66, 1976, Dec Average, Belarus, BLR
-7.0373, 1977, Jan Average, Belarus, BLR
-3.5636, 1977, Feb Average, Belarus, BLR
1.08939, 1977, Mar Average, Belarus, BLR
6.75554, 1977, Apr Average, Belarus, BLR
13.6427, 1977, May Average, Belarus, BLR
16.7257, 1977, Jun Average, Belarus, BLR
16.6943, 1977, Jul Average, Belarus, BLR
15.7296, 1977, Aug Average, Belarus, BLR
10.4122, 1977, Sep Average, Belarus, BLR
6.61796, 1977, Oct Average, Belarus, BLR
3.02828, 1977, Nov Average, Belarus, BLR
-5.0771, 1977, Dec Average, Belarus, BLR
-6.2339, 1978, Jan Average, Belarus, BLR
-7.4674, 1978, Feb Average, Belarus, BLR
1.45749, 1978, Mar Average, Belarus, BLR
6.33746, 1978, Apr Average, Belarus, BLR
11.3153, 1978, May Average, Belarus, BLR
15.0042, 1978, Jun Average, Belarus, BLR
16.2603, 1978, Jul Average, Belarus, BLR
16.1054, 1978, Aug Average, Belarus, BLR
10.4755, 1978, Sep Average, Belarus, BLR
6.46933, 1978, Oct Average, Belarus, BLR
4.49431, 1978, Nov Average, Belarus, BLR
-9.3896, 1978, Dec Average, Belarus, BLR
-8.075, 1979, Jan Average, Belarus, BLR
-8.2242, 1979, Feb Average, Belarus, BLR
0.18809, 1979, Mar Average, Belarus, BLR
5.58011, 1979, Apr Average, Belarus, BLR
15.2595, 1979, May Average, Belarus, BLR
19.1386, 1979, Jun Average, Belarus, BLR
14.9814, 1979, Jul Average, Belarus, BLR
17.3804, 1979, Aug Average, Belarus, BLR
12.9541, 1979, Sep Average, Belarus, BLR
4.83055, 1979, Oct Average, Belarus, BLR
0.67151, 1979, Nov Average, Belarus, BLR
-1.7919, 1979, Dec Average, Belarus, BLR
-9.0201, 1980, Jan Average, Belarus, BLR
-6.4472, 1980, Feb Average, Belarus, BLR
-4.7273, 1980, Mar Average, Belarus, BLR
6.41579, 1980, Apr Average, Belarus, BLR
9.05578, 1980, May Average, Belarus, BLR
16.7103, 1980, Jun Average, Belarus, BLR
17.2568, 1980, Jul Average, Belarus, BLR
15.7982, 1980, Aug Average, Belarus, BLR
12.4171, 1980, Sep Average, Belarus, BLR
7.72316, 1980, Oct Average, Belarus, BLR
-0.3952, 1980, Nov Average, Belarus, BLR
-2.4377, 1980, Dec Average, Belarus, BLR
-5.7663, 1981, Jan Average, Belarus, BLR
-3.7366, 1981, Feb Average, Belarus, BLR
-0.4597, 1981, Mar Average, Belarus, BLR
4.51763, 1981, Apr Average, Belarus, BLR
14.6412, 1981, May Average, Belarus, BLR
18.0036, 1981, Jun Average, Belarus, BLR
19.0451, 1981, Jul Average, Belarus, BLR
16.5093, 1981, Aug Average, Belarus, BLR
12.8924, 1981, Sep Average, Belarus, BLR
8.342, 1981, Oct Average, Belarus, BLR
1.03297, 1981, Nov Average, Belarus, BLR
-4.0266, 1981, Dec Average, Belarus, BLR
-6.2903, 1982, Jan Average, Belarus, BLR
-5.9873, 1982, Feb Average, Belarus, BLR
1.11955, 1982, Mar Average, Belarus, BLR
5.77329, 1982, Apr Average, Belarus, BLR
13.1228, 1982, May Average, Belarus, BLR
14.6423, 1982, Jun Average, Belarus, BLR
17.8665, 1982, Jul Average, Belarus, BLR
17.7187, 1982, Aug Average, Belarus, BLR
13.6818, 1982, Sep Average, Belarus, BLR
7.20807, 1982, Oct Average, Belarus, BLR
3.31052, 1982, Nov Average, Belarus, BLR
0.19463, 1982, Dec Average, Belarus, BLR
-0.669, 1983, Jan Average, Belarus, BLR
-5.0201, 1983, Feb Average, Belarus, BLR
0.6835, 1983, Mar Average, Belarus, BLR
9.59431, 1983, Apr Average, Belarus, BLR
16.1179, 1983, May Average, Belarus, BLR
15.9928, 1983, Jun Average, Belarus, BLR
17.9666, 1983, Jul Average, Belarus, BLR
17.7191, 1983, Aug Average, Belarus, BLR
14.3695, 1983, Sep Average, Belarus, BLR
7.52539, 1983, Oct Average, Belarus, BLR
0.54287, 1983, Nov Average, Belarus, BLR
-2.5505, 1983, Dec Average, Belarus, BLR
-2.8812, 1984, Jan Average, Belarus, BLR
-6.3413, 1984, Feb Average, Belarus, BLR
-1.0054, 1984, Mar Average, Belarus, BLR
8.76558, 1984, Apr Average, Belarus, BLR
14.8564, 1984, May Average, Belarus, BLR
14.4879, 1984, Jun Average, Belarus, BLR
16.0544, 1984, Jul Average, Belarus, BLR
16.9779, 1984, Aug Average, Belarus, BLR
13.0782, 1984, Sep Average, Belarus, BLR
8.9811, 1984, Oct Average, Belarus, BLR
-0.0071, 1984, Nov Average, Belarus, BLR
-4.5508, 1984, Dec Average, Belarus, BLR
-11.69, 1985, Jan Average, Belarus, BLR
-13.778, 1985, Feb Average, Belarus, BLR
-1.9655, 1985, Mar Average, Belarus, BLR
6.77, 1985, Apr Average, Belarus, BLR
14.6096, 1985, May Average, Belarus, BLR
15.3788, 1985, Jun Average, Belarus, BLR
16.6402, 1985, Jul Average, Belarus, BLR
18.9207, 1985, Aug Average, Belarus, BLR
11.0715, 1985, Sep Average, Belarus, BLR
7.85639, 1985, Oct Average, Belarus, BLR
-1.2125, 1985, Nov Average, Belarus, BLR
-3.0127, 1985, Dec Average, Belarus, BLR
-4.2814, 1986, Jan Average, Belarus, BLR
-11.771, 1986, Feb Average, Belarus, BLR
0.20165, 1986, Mar Average, Belarus, BLR
8.19356, 1986, Apr Average, Belarus, BLR
14.4582, 1986, May Average, Belarus, BLR
17.5253, 1986, Jun Average, Belarus, BLR
17.9444, 1986, Jul Average, Belarus, BLR
17.3808, 1986, Aug Average, Belarus, BLR
10.1398, 1986, Sep Average, Belarus, BLR
6.40484, 1986, Oct Average, Belarus, BLR
2.60564, 1986, Nov Average, Belarus, BLR
-4.1525, 1986, Dec Average, Belarus, BLR
-15.858, 1987, Jan Average, Belarus, BLR
-4.3803, 1987, Feb Average, Belarus, BLR
-5.5937, 1987, Mar Average, Belarus, BLR
4.5956, 1987, Apr Average, Belarus, BLR
12.5098, 1987, May Average, Belarus, BLR
16.2083, 1987, Jun Average, Belarus, BLR
17.4438, 1987, Jul Average, Belarus, BLR
14.9881, 1987, Aug Average, Belarus, BLR
11.5245, 1987, Sep Average, Belarus, BLR
6.20035, 1987, Oct Average, Belarus, BLR
1.30321, 1987, Nov Average, Belarus, BLR
-3.3188, 1987, Dec Average, Belarus, BLR
-4.4482, 1988, Jan Average, Belarus, BLR
-3.4692, 1988, Feb Average, Belarus, BLR
-0.2102, 1988, Mar Average, Belarus, BLR
6.21939, 1988, Apr Average, Belarus, BLR
14.9447, 1988, May Average, Belarus, BLR
17.4046, 1988, Jun Average, Belarus, BLR
20.0563, 1988, Jul Average, Belarus, BLR
16.8396, 1988, Aug Average, Belarus, BLR
13.0271, 1988, Sep Average, Belarus, BLR
6.04206, 1988, Oct Average, Belarus, BLR
-2.38, 1988, Nov Average, Belarus, BLR
-4.0295, 1988, Dec Average, Belarus, BLR
0.09119, 1989, Jan Average, Belarus, BLR
1.54364, 1989, Feb Average, Belarus, BLR
3.69972, 1989, Mar Average, Belarus, BLR
8.91649, 1989, Apr Average, Belarus, BLR
14.0224, 1989, May Average, Belarus, BLR
17.4523, 1989, Jun Average, Belarus, BLR
18.2117, 1989, Jul Average, Belarus, BLR
17.105, 1989, Aug Average, Belarus, BLR
13.6222, 1989, Sep Average, Belarus, BLR
7.85017, 1989, Oct Average, Belarus, BLR
-0.3977, 1989, Nov Average, Belarus, BLR
-2.0552, 1989, Dec Average, Belarus, BLR
-1.0205, 1990, Jan Average, Belarus, BLR
2.61007, 1990, Feb Average, Belarus, BLR
4.73567, 1990, Mar Average, Belarus, BLR
8.71749, 1990, Apr Average, Belarus, BLR
12.7229, 1990, May Average, Belarus, BLR
15.8542, 1990, Jun Average, Belarus, BLR
16.4902, 1990, Jul Average, Belarus, BLR
16.7641, 1990, Aug Average, Belarus, BLR
10.5744, 1990, Sep Average, Belarus, BLR
7.47486, 1990, Oct Average, Belarus, BLR
3.23316, 1990, Nov Average, Belarus, BLR
-2.4318, 1990, Dec Average, Belarus, BLR
-2.7322, 1991, Jan Average, Belarus, BLR
-5.5144, 1991, Feb Average, Belarus, BLR
1.10189, 1991, Mar Average, Belarus, BLR
7.39139, 1991, Apr Average, Belarus, BLR
11.2547, 1991, May Average, Belarus, BLR
16.104, 1991, Jun Average, Belarus, BLR
18.9058, 1991, Jul Average, Belarus, BLR
17.9899, 1991, Aug Average, Belarus, BLR
13.5281, 1991, Sep Average, Belarus, BLR
7.25239, 1991, Oct Average, Belarus, BLR
2.57713, 1991, Nov Average, Belarus, BLR
-2.738, 1991, Dec Average, Belarus, BLR
-2.6566, 1992, Jan Average, Belarus, BLR
-1.7873, 1992, Feb Average, Belarus, BLR
2.53077, 1992, Mar Average, Belarus, BLR
5.98916, 1992, Apr Average, Belarus, BLR
12.9659, 1992, May Average, Belarus, BLR
17.4135, 1992, Jun Average, Belarus, BLR
19.3908, 1992, Jul Average, Belarus, BLR
20.133, 1992, Aug Average, Belarus, BLR
12.7661, 1992, Sep Average, Belarus, BLR
4.21755, 1992, Oct Average, Belarus, BLR
0.50167, 1992, Nov Average, Belarus, BLR
-2.4779, 1992, Dec Average, Belarus, BLR
-2.6351, 1993, Jan Average, Belarus, BLR
-2.7255, 1993, Feb Average, Belarus, BLR
-0.1878, 1993, Mar Average, Belarus, BLR
7.59646, 1993, Apr Average, Belarus, BLR
15.974, 1993, May Average, Belarus, BLR
14.8046, 1993, Jun Average, Belarus, BLR
16.6035, 1993, Jul Average, Belarus, BLR
15.7406, 1993, Aug Average, Belarus, BLR
10.0406, 1993, Sep Average, Belarus, BLR
6.59641, 1993, Oct Average, Belarus, BLR
-4.7094, 1993, Nov Average, Belarus, BLR
-0.8956, 1993, Dec Average, Belarus, BLR
-0.8964, 1994, Jan Average, Belarus, BLR
-7.9222, 1994, Feb Average, Belarus, BLR
0.15221, 1994, Mar Average, Belarus, BLR
9.14601, 1994, Apr Average, Belarus, BLR
11.8783, 1994, May Average, Belarus, BLR
14.883, 1994, Jun Average, Belarus, BLR
20.4806, 1994, Jul Average, Belarus, BLR
17.8418, 1994, Aug Average, Belarus, BLR
15.0446, 1994, Sep Average, Belarus, BLR
5.93514, 1994, Oct Average, Belarus, BLR
0.78987, 1994, Nov Average, Belarus, BLR
-3.0624, 1994, Dec Average, Belarus, BLR
-4.7833, 1995, Jan Average, Belarus, BLR
0.79502, 1995, Feb Average, Belarus, BLR
2.15776, 1995, Mar Average, Belarus, BLR
7.32477, 1995, Apr Average, Belarus, BLR
12.835, 1995, May Average, Belarus, BLR
18.6003, 1995, Jun Average, Belarus, BLR
18.761, 1995, Jul Average, Belarus, BLR
17.9693, 1995, Aug Average, Belarus, BLR
12.7722, 1995, Sep Average, Belarus, BLR
8.28289, 1995, Oct Average, Belarus, BLR
-1.3296, 1995, Nov Average, Belarus, BLR
-7.5995, 1995, Dec Average, Belarus, BLR
-9.435, 1996, Jan Average, Belarus, BLR
-8.5364, 1996, Feb Average, Belarus, BLR
-3.6475, 1996, Mar Average, Belarus, BLR
7.97638, 1996, Apr Average, Belarus, BLR
15.4922, 1996, May Average, Belarus, BLR
16.3426, 1996, Jun Average, Belarus, BLR
16.7594, 1996, Jul Average, Belarus, BLR
18.4056, 1996, Aug Average, Belarus, BLR
10.1828, 1996, Sep Average, Belarus, BLR
7.99935, 1996, Oct Average, Belarus, BLR
4.91929, 1996, Nov Average, Belarus, BLR
-6.8649, 1996, Dec Average, Belarus, BLR
-6.03, 1997, Jan Average, Belarus, BLR
-1.3426, 1997, Feb Average, Belarus, BLR
0.55006, 1997, Mar Average, Belarus, BLR
4.67731, 1997, Apr Average, Belarus, BLR
12.82, 1997, May Average, Belarus, BLR
16.8431, 1997, Jun Average, Belarus, BLR
18.4585, 1997, Jul Average, Belarus, BLR
18.6309, 1997, Aug Average, Belarus, BLR
11.5941, 1997, Sep Average, Belarus, BLR
5.37782, 1997, Oct Average, Belarus, BLR
1.82072, 1997, Nov Average, Belarus, BLR
-4.8737, 1997, Dec Average, Belarus, BLR
-1.6226, 1998, Jan Average, Belarus, BLR
-0.5247, 1998, Feb Average, Belarus, BLR
-0.319, 1998, Mar Average, Belarus, BLR
8.63728, 1998, Apr Average, Belarus, BLR
13.7898, 1998, May Average, Belarus, BLR
18.0291, 1998, Jun Average, Belarus, BLR
17.6322, 1998, Jul Average, Belarus, BLR
15.8539, 1998, Aug Average, Belarus, BLR
12.5909, 1998, Sep Average, Belarus, BLR
6.5856, 1998, Oct Average, Belarus, BLR
-4.4811, 1998, Nov Average, Belarus, BLR
-5.1799, 1998, Dec Average, Belarus, BLR
-3.1846, 1999, Jan Average, Belarus, BLR
-4.2526, 1999, Feb Average, Belarus, BLR
1.92448, 1999, Mar Average, Belarus, BLR
10.2054, 1999, Apr Average, Belarus, BLR
11.1448, 1999, May Average, Belarus, BLR
20.4559, 1999, Jun Average, Belarus, BLR
20.9613, 1999, Jul Average, Belarus, BLR
17.4001, 1999, Aug Average, Belarus, BLR
14.3503, 1999, Sep Average, Belarus, BLR
7.31474, 1999, Oct Average, Belarus, BLR
-0.2468, 1999, Nov Average, Belarus, BLR
-1.1858, 1999, Dec Average, Belarus, BLR
-4.3204, 2000, Jan Average, Belarus, BLR
-0.5577, 2000, Feb Average, Belarus, BLR
1.32141, 2000, Mar Average, Belarus, BLR
11.544, 2000, Apr Average, Belarus, BLR
13.7849, 2000, May Average, Belarus, BLR
16.4246, 2000, Jun Average, Belarus, BLR
17.1909, 2000, Jul Average, Belarus, BLR
17.5168, 2000, Aug Average, Belarus, BLR
10.9515, 2000, Sep Average, Belarus, BLR
9.2013, 2000, Oct Average, Belarus, BLR
4.34468, 2000, Nov Average, Belarus, BLR
0.14388, 2000, Dec Average, Belarus, BLR
-2.3421, 2001, Jan Average, Belarus, BLR
-3.9707, 2001, Feb Average, Belarus, BLR
-0.2173, 2001, Mar Average, Belarus, BLR
9.56043, 2001, Apr Average, Belarus, BLR
13.1323, 2001, May Average, Belarus, BLR
15.408, 2001, Jun Average, Belarus, BLR
21.7506, 2001, Jul Average, Belarus, BLR
18.6102, 2001, Aug Average, Belarus, BLR
12.5741, 2001, Sep Average, Belarus, BLR
8.60147, 2001, Oct Average, Belarus, BLR
1.14168, 2001, Nov Average, Belarus, BLR
-7.9961, 2001, Dec Average, Belarus, BLR
-3.2417, 2002, Jan Average, Belarus, BLR
1.47955, 2002, Feb Average, Belarus, BLR
3.35957, 2002, Mar Average, Belarus, BLR
8.58837, 2002, Apr Average, Belarus, BLR
15.5584, 2002, May Average, Belarus, BLR
17.3364, 2002, Jun Average, Belarus, BLR
21.6425, 2002, Jul Average, Belarus, BLR
19.6828, 2002, Aug Average, Belarus, BLR
12.6779, 2002, Sep Average, Belarus, BLR
5.06876, 2002, Oct Average, Belarus, BLR
1.86465, 2002, Nov Average, Belarus, BLR
-9.3352, 2002, Dec Average, Belarus, BLR
-5.7719, 2003, Jan Average, Belarus, BLR
-7.0603, 2003, Feb Average, Belarus, BLR
-0.1539, 2003, Mar Average, Belarus, BLR
5.75691, 2003, Apr Average, Belarus, BLR
15.7362, 2003, May Average, Belarus, BLR
16.0089, 2003, Jun Average, Belarus, BLR
20.3088, 2003, Jul Average, Belarus, BLR
17.5623, 2003, Aug Average, Belarus, BLR
12.7434, 2003, Sep Average, Belarus, BLR
5.16276, 2003, Oct Average, Belarus, BLR
2.92988, 2003, Nov Average, Belarus, BLR
