Rainfall - (MM), Year, Statistics, Country, ISO3
46.6398, 1949, Dec Average, Belarus, BLR
24.3275, 1950, Jan Average, Belarus, BLR
33.9809, 1950, Feb Average, Belarus, BLR
12.6576, 1950, Mar Average, Belarus, BLR
61.3462, 1950, Apr Average, Belarus, BLR
39.064, 1950, May Average, Belarus, BLR
73.0746, 1950, Jun Average, Belarus, BLR
61.5675, 1950, Jul Average, Belarus, BLR
89.0111, 1950, Aug Average, Belarus, BLR
68.7148, 1950, Sep Average, Belarus, BLR
72.7131, 1950, Oct Average, Belarus, BLR
78.6754, 1950, Nov Average, Belarus, BLR
32.7065, 1950, Dec Average, Belarus, BLR
32.358, 1951, Jan Average, Belarus, BLR
34.2474, 1951, Feb Average, Belarus, BLR
55.7996, 1951, Mar Average, Belarus, BLR
42.7978, 1951, Apr Average, Belarus, BLR
80.8656, 1951, May Average, Belarus, BLR
49.1896, 1951, Jun Average, Belarus, BLR
45.1661, 1951, Jul Average, Belarus, BLR
32.2779, 1951, Aug Average, Belarus, BLR
20.3313, 1951, Sep Average, Belarus, BLR
9.18073, 1951, Oct Average, Belarus, BLR
34.6986, 1951, Nov Average, Belarus, BLR
30.2119, 1951, Dec Average, Belarus, BLR
38.1127, 1952, Jan Average, Belarus, BLR
38.0641, 1952, Feb Average, Belarus, BLR
23.2622, 1952, Mar Average, Belarus, BLR
20.9633, 1952, Apr Average, Belarus, BLR
84.3166, 1952, May Average, Belarus, BLR
89.0932, 1952, Jun Average, Belarus, BLR
36.1702, 1952, Jul Average, Belarus, BLR
82.7769, 1952, Aug Average, Belarus, BLR
112.337, 1952, Sep Average, Belarus, BLR
89.0659, 1952, Oct Average, Belarus, BLR
83.9463, 1952, Nov Average, Belarus, BLR
35.4714, 1952, Dec Average, Belarus, BLR
38.684, 1953, Jan Average, Belarus, BLR
40.8861, 1953, Feb Average, Belarus, BLR
9.75764, 1953, Mar Average, Belarus, BLR
42.1844, 1953, Apr Average, Belarus, BLR
62.1224, 1953, May Average, Belarus, BLR
83.1957, 1953, Jun Average, Belarus, BLR
90.2531, 1953, Jul Average, Belarus, BLR
63.9905, 1953, Aug Average, Belarus, BLR
48.6599, 1953, Sep Average, Belarus, BLR
12.6379, 1953, Oct Average, Belarus, BLR
19.7221, 1953, Nov Average, Belarus, BLR
12.2848, 1953, Dec Average, Belarus, BLR
24.6645, 1954, Jan Average, Belarus, BLR
18.7525, 1954, Feb Average, Belarus, BLR
23.8349, 1954, Mar Average, Belarus, BLR
43.994, 1954, Apr Average, Belarus, BLR
42.8002, 1954, May Average, Belarus, BLR
45.6402, 1954, Jun Average, Belarus, BLR
96.742, 1954, Jul Average, Belarus, BLR
79.5113, 1954, Aug Average, Belarus, BLR
62.0327, 1954, Sep Average, Belarus, BLR
55.7541, 1954, Oct Average, Belarus, BLR
32.7197, 1954, Nov Average, Belarus, BLR
59.9815, 1954, Dec Average, Belarus, BLR
41.5966, 1955, Jan Average, Belarus, BLR
42.2874, 1955, Feb Average, Belarus, BLR
37.8072, 1955, Mar Average, Belarus, BLR
38.2414, 1955, Apr Average, Belarus, BLR
65.1424, 1955, May Average, Belarus, BLR
45.3473, 1955, Jun Average, Belarus, BLR
97.8102, 1955, Jul Average, Belarus, BLR
41.1359, 1955, Aug Average, Belarus, BLR
69.986, 1955, Sep Average, Belarus, BLR
34.2778, 1955, Oct Average, Belarus, BLR
32.8596, 1955, Nov Average, Belarus, BLR
70.0316, 1955, Dec Average, Belarus, BLR
37.3915, 1956, Jan Average, Belarus, BLR
41.8134, 1956, Feb Average, Belarus, BLR
24.7647, 1956, Mar Average, Belarus, BLR
60.4932, 1956, Apr Average, Belarus, BLR
46.7354, 1956, May Average, Belarus, BLR
93.5918, 1956, Jun Average, Belarus, BLR
82.5948, 1956, Jul Average, Belarus, BLR
120.887, 1956, Aug Average, Belarus, BLR
36.0733, 1956, Sep Average, Belarus, BLR
68.9977, 1956, Oct Average, Belarus, BLR
33.1815, 1956, Nov Average, Belarus, BLR
32.7573, 1956, Dec Average, Belarus, BLR
30.4753, 1957, Jan Average, Belarus, BLR
44.2041, 1957, Feb Average, Belarus, BLR
29.1064, 1957, Mar Average, Belarus, BLR
23.2363, 1957, Apr Average, Belarus, BLR
55.4289, 1957, May Average, Belarus, BLR
69.0682, 1957, Jun Average, Belarus, BLR
88.828, 1957, Jul Average, Belarus, BLR
114.312, 1957, Aug Average, Belarus, BLR
119.805, 1957, Sep Average, Belarus, BLR
24.6561, 1957, Oct Average, Belarus, BLR
36.251, 1957, Nov Average, Belarus, BLR
36.8727, 1957, Dec Average, Belarus, BLR
57.0402, 1958, Jan Average, Belarus, BLR
49.1011, 1958, Feb Average, Belarus, BLR
62.1183, 1958, Mar Average, Belarus, BLR
41.7783, 1958, Apr Average, Belarus, BLR
55.0443, 1958, May Average, Belarus, BLR
102.446, 1958, Jun Average, Belarus, BLR
80.8554, 1958, Jul Average, Belarus, BLR
85.6522, 1958, Aug Average, Belarus, BLR
37.9119, 1958, Sep Average, Belarus, BLR
71.2261, 1958, Oct Average, Belarus, BLR
25.8937, 1958, Nov Average, Belarus, BLR
54.7006, 1958, Dec Average, Belarus, BLR
50.4006, 1959, Jan Average, Belarus, BLR
14.9301, 1959, Feb Average, Belarus, BLR
21.1098, 1959, Mar Average, Belarus, BLR
40.5786, 1959, Apr Average, Belarus, BLR
31.4793, 1959, May Average, Belarus, BLR
52.2468, 1959, Jun Average, Belarus, BLR
45.8371, 1959, Jul Average, Belarus, BLR
70.3657, 1959, Aug Average, Belarus, BLR
43.7376, 1959, Sep Average, Belarus, BLR
34.6204, 1959, Oct Average, Belarus, BLR
42.3941, 1959, Nov Average, Belarus, BLR
44.8545, 1959, Dec Average, Belarus, BLR
37.2343, 1960, Jan Average, Belarus, BLR
30.6339, 1960, Feb Average, Belarus, BLR
14.5535, 1960, Mar Average, Belarus, BLR
29.8432, 1960, Apr Average, Belarus, BLR
56.0826, 1960, May Average, Belarus, BLR
76.9422, 1960, Jun Average, Belarus, BLR
109.505, 1960, Jul Average, Belarus, BLR
81.8307, 1960, Aug Average, Belarus, BLR
57.2134, 1960, Sep Average, Belarus, BLR
69.6456, 1960, Oct Average, Belarus, BLR
70.1939, 1960, Nov Average, Belarus, BLR
53.7349, 1960, Dec Average, Belarus, BLR
24.4997, 1961, Jan Average, Belarus, BLR
26.9811, 1961, Feb Average, Belarus, BLR
43.3407, 1961, Mar Average, Belarus, BLR
31.8295, 1961, Apr Average, Belarus, BLR
64.6403, 1961, May Average, Belarus, BLR
56.4583, 1961, Jun Average, Belarus, BLR
62.4551, 1961, Jul Average, Belarus, BLR
87.0282, 1961, Aug Average, Belarus, BLR
43.7374, 1961, Sep Average, Belarus, BLR
7.78942, 1961, Oct Average, Belarus, BLR
40.4085, 1961, Nov Average, Belarus, BLR
38.3846, 1961, Dec Average, Belarus, BLR
27.4217, 1962, Jan Average, Belarus, BLR
32.6973, 1962, Feb Average, Belarus, BLR
53.4401, 1962, Mar Average, Belarus, BLR
43.9779, 1962, Apr Average, Belarus, BLR
102.947, 1962, May Average, Belarus, BLR
85.5819, 1962, Jun Average, Belarus, BLR
117.484, 1962, Jul Average, Belarus, BLR
97.4166, 1962, Aug Average, Belarus, BLR
54.8901, 1962, Sep Average, Belarus, BLR
17.1417, 1962, Oct Average, Belarus, BLR
64.9482, 1962, Nov Average, Belarus, BLR
21.4234, 1962, Dec Average, Belarus, BLR
17.8147, 1963, Jan Average, Belarus, BLR
44.811, 1963, Feb Average, Belarus, BLR
31.0944, 1963, Mar Average, Belarus, BLR
20.9897, 1963, Apr Average, Belarus, BLR
48.6646, 1963, May Average, Belarus, BLR
57.9859, 1963, Jun Average, Belarus, BLR
47.7496, 1963, Jul Average, Belarus, BLR
77.3167, 1963, Aug Average, Belarus, BLR
39.8332, 1963, Sep Average, Belarus, BLR
49.5433, 1963, Oct Average, Belarus, BLR
67.4835, 1963, Nov Average, Belarus, BLR
17.4908, 1963, Dec Average, Belarus, BLR
12.5145, 1964, Jan Average, Belarus, BLR
39.587, 1964, Feb Average, Belarus, BLR
40.5929, 1964, Mar Average, Belarus, BLR
37.7449, 1964, Apr Average, Belarus, BLR
38.6943, 1964, May Average, Belarus, BLR
33.4525, 1964, Jun Average, Belarus, BLR
73.9858, 1964, Jul Average, Belarus, BLR
71.923, 1964, Aug Average, Belarus, BLR
68.051, 1964, Sep Average, Belarus, BLR
41.4252, 1964, Oct Average, Belarus, BLR
55.2454, 1964, Nov Average, Belarus, BLR
57.3114, 1964, Dec Average, Belarus, BLR
48.7924, 1965, Jan Average, Belarus, BLR
25.5012, 1965, Feb Average, Belarus, BLR
29.6989, 1965, Mar Average, Belarus, BLR
23.8703, 1965, Apr Average, Belarus, BLR
58.7865, 1965, May Average, Belarus, BLR
76.5369, 1965, Jun Average, Belarus, BLR
66.1762, 1965, Jul Average, Belarus, BLR
85.951, 1965, Aug Average, Belarus, BLR
38.9665, 1965, Sep Average, Belarus, BLR
22.4919, 1965, Oct Average, Belarus, BLR
45.4669, 1965, Nov Average, Belarus, BLR
49.0527, 1965, Dec Average, Belarus, BLR
53.5413, 1966, Jan Average, Belarus, BLR
53.4212, 1966, Feb Average, Belarus, BLR
49.1557, 1966, Mar Average, Belarus, BLR
45.9677, 1966, Apr Average, Belarus, BLR
61.6979, 1966, May Average, Belarus, BLR
56.0464, 1966, Jun Average, Belarus, BLR
86.8971, 1966, Jul Average, Belarus, BLR
50.7417, 1966, Aug Average, Belarus, BLR
34.9223, 1966, Sep Average, Belarus, BLR
51.3449, 1966, Oct Average, Belarus, BLR
59.6563, 1966, Nov Average, Belarus, BLR
61.1649, 1966, Dec Average, Belarus, BLR
38.8895, 1967, Jan Average, Belarus, BLR
29.8248, 1967, Feb Average, Belarus, BLR
46.559, 1967, Mar Average, Belarus, BLR
52.6637, 1967, Apr Average, Belarus, BLR
75.6588, 1967, May Average, Belarus, BLR
53.5805, 1967, Jun Average, Belarus, BLR
52.2222, 1967, Jul Average, Belarus, BLR
81.4661, 1967, Aug Average, Belarus, BLR
24.654, 1967, Sep Average, Belarus, BLR
51.6358, 1967, Oct Average, Belarus, BLR
70.2627, 1967, Nov Average, Belarus, BLR
60.9636, 1967, Dec Average, Belarus, BLR
41.5372, 1968, Jan Average, Belarus, BLR
22.7678, 1968, Feb Average, Belarus, BLR
22.4129, 1968, Mar Average, Belarus, BLR
47.9745, 1968, Apr Average, Belarus, BLR
72.2828, 1968, May Average, Belarus, BLR
64.4477, 1968, Jun Average, Belarus, BLR
72.1947, 1968, Jul Average, Belarus, BLR
63.5288, 1968, Aug Average, Belarus, BLR
44.2209, 1968, Sep Average, Belarus, BLR
68.1075, 1968, Oct Average, Belarus, BLR
29.2819, 1968, Nov Average, Belarus, BLR
37.8751, 1968, Dec Average, Belarus, BLR
19.1223, 1969, Jan Average, Belarus, BLR
26.8718, 1969, Feb Average, Belarus, BLR
14.0296, 1969, Mar Average, Belarus, BLR
54.9804, 1969, Apr Average, Belarus, BLR
60.5151, 1969, May Average, Belarus, BLR
75.7603, 1969, Jun Average, Belarus, BLR
63.2427, 1969, Jul Average, Belarus, BLR
77.5929, 1969, Aug Average, Belarus, BLR
36.9562, 1969, Sep Average, Belarus, BLR
44.7998, 1969, Oct Average, Belarus, BLR
85.2, 1969, Nov Average, Belarus, BLR
39.7334, 1969, Dec Average, Belarus, BLR
58.7408, 1970, Jan Average, Belarus, BLR
36.2439, 1970, Feb Average, Belarus, BLR
39.1137, 1970, Mar Average, Belarus, BLR
58.6321, 1970, Apr Average, Belarus, BLR
43.3229, 1970, May Average, Belarus, BLR
66.6522, 1970, Jun Average, Belarus, BLR
80.1628, 1970, Jul Average, Belarus, BLR
86.469, 1970, Aug Average, Belarus, BLR
65.8043, 1970, Sep Average, Belarus, BLR
73.4329, 1970, Oct Average, Belarus, BLR
54.5406, 1970, Nov Average, Belarus, BLR
48.0012, 1970, Dec Average, Belarus, BLR
25.7322, 1971, Jan Average, Belarus, BLR
41.3952, 1971, Feb Average, Belarus, BLR
34.3764, 1971, Mar Average, Belarus, BLR
30.6766, 1971, Apr Average, Belarus, BLR
29.0868, 1971, May Average, Belarus, BLR
109.287, 1971, Jun Average, Belarus, BLR
42.2922, 1971, Jul Average, Belarus, BLR
24.5149, 1971, Aug Average, Belarus, BLR
78.5282, 1971, Sep Average, Belarus, BLR
64.2754, 1971, Oct Average, Belarus, BLR
41.3535, 1971, Nov Average, Belarus, BLR
41.5853, 1971, Dec Average, Belarus, BLR
18.9631, 1972, Jan Average, Belarus, BLR
6.50507, 1972, Feb Average, Belarus, BLR
29.0001, 1972, Mar Average, Belarus, BLR
44.9865, 1972, Apr Average, Belarus, BLR
56.5886, 1972, May Average, Belarus, BLR
82.7122, 1972, Jun Average, Belarus, BLR
89.0789, 1972, Jul Average, Belarus, BLR
51.7168, 1972, Aug Average, Belarus, BLR
62.4824, 1972, Sep Average, Belarus, BLR
58.2235, 1972, Oct Average, Belarus, BLR
68.4507, 1972, Nov Average, Belarus, BLR
15.3242, 1972, Dec Average, Belarus, BLR
12.3816, 1973, Jan Average, Belarus, BLR
56.4881, 1973, Feb Average, Belarus, BLR
16.3269, 1973, Mar Average, Belarus, BLR
36.7886, 1973, Apr Average, Belarus, BLR
78.4808, 1973, May Average, Belarus, BLR
76.8434, 1973, Jun Average, Belarus, BLR
135.162, 1973, Jul Average, Belarus, BLR
15.9957, 1973, Aug Average, Belarus, BLR
51.8507, 1973, Sep Average, Belarus, BLR
57.8248, 1973, Oct Average, Belarus, BLR
47.7238, 1973, Nov Average, Belarus, BLR
40.6817, 1973, Dec Average, Belarus, BLR
14.3736, 1974, Jan Average, Belarus, BLR
23.6705, 1974, Feb Average, Belarus, BLR
6.32079, 1974, Mar Average, Belarus, BLR
8.50132, 1974, Apr Average, Belarus, BLR
48.9165, 1974, May Average, Belarus, BLR
115.657, 1974, Jun Average, Belarus, BLR
131.585, 1974, Jul Average, Belarus, BLR
43.0909, 1974, Aug Average, Belarus, BLR
49.8709, 1974, Sep Average, Belarus, BLR
96.2985, 1974, Oct Average, Belarus, BLR
53.6531, 1974, Nov Average, Belarus, BLR
66.2043, 1974, Dec Average, Belarus, BLR
33.9711, 1975, Jan Average, Belarus, BLR
15.9161, 1975, Feb Average, Belarus, BLR
28.4696, 1975, Mar Average, Belarus, BLR
76.8858, 1975, Apr Average, Belarus, BLR
35.2708, 1975, May Average, Belarus, BLR
100.603, 1975, Jun Average, Belarus, BLR
61.2618, 1975, Jul Average, Belarus, BLR
44.23, 1975, Aug Average, Belarus, BLR
24.149, 1975, Sep Average, Belarus, BLR
33.3343, 1975, Oct Average, Belarus, BLR
17.55, 1975, Nov Average, Belarus, BLR
35.3058, 1975, Dec Average, Belarus, BLR
48.9295, 1976, Jan Average, Belarus, BLR
7.88961, 1976, Feb Average, Belarus, BLR
46.6835, 1976, Mar Average, Belarus, BLR
42.4521, 1976, Apr Average, Belarus, BLR
48.8723, 1976, May Average, Belarus, BLR
49.3887, 1976, Jun Average, Belarus, BLR
49.9565, 1976, Jul Average, Belarus, BLR
50.7138, 1976, Aug Average, Belarus, BLR
34.5463, 1976, Sep Average, Belarus, BLR
43.0847, 1976, Oct Average, Belarus, BLR
26.9997, 1976, Nov Average, Belarus, BLR
53.0024, 1976, Dec Average, Belarus, BLR
16.3631, 1977, Jan Average, Belarus, BLR
53.3842, 1977, Feb Average, Belarus, BLR
22.9737, 1977, Mar Average, Belarus, BLR
60.709, 1977, Apr Average, Belarus, BLR
49.6312, 1977, May Average, Belarus, BLR
60.4737, 1977, Jun Average, Belarus, BLR
151.627, 1977, Jul Average, Belarus, BLR
89.9645, 1977, Aug Average, Belarus, BLR
51.8587, 1977, Sep Average, Belarus, BLR
16.2879, 1977, Oct Average, Belarus, BLR
63.6735, 1977, Nov Average, Belarus, BLR
38.0603, 1977, Dec Average, Belarus, BLR
27.6959, 1978, Jan Average, Belarus, BLR
32.35, 1978, Feb Average, Belarus, BLR
28.5774, 1978, Mar Average, Belarus, BLR
44.1754, 1978, Apr Average, Belarus, BLR
74.5112, 1978, May Average, Belarus, BLR
66.4716, 1978, Jun Average, Belarus, BLR
75.5686, 1978, Jul Average, Belarus, BLR
61.8972, 1978, Aug Average, Belarus, BLR
106.574, 1978, Sep Average, Belarus, BLR
51.7252, 1978, Oct Average, Belarus, BLR
23.7772, 1978, Nov Average, Belarus, BLR
41.2983, 1978, Dec Average, Belarus, BLR
72.8058, 1979, Jan Average, Belarus, BLR
18.4443, 1979, Feb Average, Belarus, BLR
44.0042, 1979, Mar Average, Belarus, BLR
31.3572, 1979, Apr Average, Belarus, BLR
41.1365, 1979, May Average, Belarus, BLR
31.7423, 1979, Jun Average, Belarus, BLR
89.3911, 1979, Jul Average, Belarus, BLR
107.532, 1979, Aug Average, Belarus, BLR
43.5032, 1979, Sep Average, Belarus, BLR
15.0064, 1979, Oct Average, Belarus, BLR
40.0088, 1979, Nov Average, Belarus, BLR
47.7914, 1979, Dec Average, Belarus, BLR
39.6336, 1980, Jan Average, Belarus, BLR
24.1716, 1980, Feb Average, Belarus, BLR
30.6855, 1980, Mar Average, Belarus, BLR
40.5644, 1980, Apr Average, Belarus, BLR
37.8873, 1980, May Average, Belarus, BLR
86.0228, 1980, Jun Average, Belarus, BLR
134.742, 1980, Jul Average, Belarus, BLR
92.6779, 1980, Aug Average, Belarus, BLR
50.6542, 1980, Sep Average, Belarus, BLR
78.2497, 1980, Oct Average, Belarus, BLR
42.4035, 1980, Nov Average, Belarus, BLR
47.2206, 1980, Dec Average, Belarus, BLR
33.9941, 1981, Jan Average, Belarus, BLR
32.2165, 1981, Feb Average, Belarus, BLR
37.2417, 1981, Mar Average, Belarus, BLR
21.242, 1981, Apr Average, Belarus, BLR
34.2349, 1981, May Average, Belarus, BLR
85.0273, 1981, Jun Average, Belarus, BLR
67.4903, 1981, Jul Average, Belarus, BLR
64.66, 1981, Aug Average, Belarus, BLR
41.3868, 1981, Sep Average, Belarus, BLR
81.1313, 1981, Oct Average, Belarus, BLR
62.5238, 1981, Nov Average, Belarus, BLR
73.5632, 1981, Dec Average, Belarus, BLR
40.5866, 1982, Jan Average, Belarus, BLR
14.41, 1982, Feb Average, Belarus, BLR
15.7405, 1982, Mar Average, Belarus, BLR
48.5911, 1982, Apr Average, Belarus, BLR
57.7675, 1982, May Average, Belarus, BLR
91.0533, 1982, Jun Average, Belarus, BLR
85.8665, 1982, Jul Average, Belarus, BLR
49.2906, 1982, Aug Average, Belarus, BLR
35.3541, 1982, Sep Average, Belarus, BLR
33.4277, 1982, Oct Average, Belarus, BLR
29.9137, 1982, Nov Average, Belarus, BLR
63.3367, 1982, Dec Average, Belarus, BLR
54.3731, 1983, Jan Average, Belarus, BLR
28.1098, 1983, Feb Average, Belarus, BLR
63.7177, 1983, Mar Average, Belarus, BLR
56.084, 1983, Apr Average, Belarus, BLR
63.354, 1983, May Average, Belarus, BLR
67.3796, 1983, Jun Average, Belarus, BLR
64.9229, 1983, Jul Average, Belarus, BLR
21.9421, 1983, Aug Average, Belarus, BLR
36.2079, 1983, Sep Average, Belarus, BLR
27.1332, 1983, Oct Average, Belarus, BLR
36.1937, 1983, Nov Average, Belarus, BLR
33.3031, 1983, Dec Average, Belarus, BLR
45.0104, 1984, Jan Average, Belarus, BLR
21.429, 1984, Feb Average, Belarus, BLR
21.87, 1984, Mar Average, Belarus, BLR
16.0963, 1984, Apr Average, Belarus, BLR
72.5309, 1984, May Average, Belarus, BLR
92.7092, 1984, Jun Average, Belarus, BLR
69.3155, 1984, Jul Average, Belarus, BLR
33.4135, 1984, Aug Average, Belarus, BLR
103.19, 1984, Sep Average, Belarus, BLR
35.9347, 1984, Oct Average, Belarus, BLR
28.1922, 1984, Nov Average, Belarus, BLR
32.133, 1984, Dec Average, Belarus, BLR
40.2333, 1985, Jan Average, Belarus, BLR
21.632, 1985, Feb Average, Belarus, BLR
28.0348, 1985, Mar Average, Belarus, BLR
41.9432, 1985, Apr Average, Belarus, BLR
50.6874, 1985, May Average, Belarus, BLR
111.799, 1985, Jun Average, Belarus, BLR
81.6447, 1985, Jul Average, Belarus, BLR
54.9887, 1985, Aug Average, Belarus, BLR
107.781, 1985, Sep Average, Belarus, BLR
39.567, 1985, Oct Average, Belarus, BLR
44.5429, 1985, Nov Average, Belarus, BLR
47.65, 1985, Dec Average, Belarus, BLR
63.6679, 1986, Jan Average, Belarus, BLR
17.4826, 1986, Feb Average, Belarus, BLR
16.8275, 1986, Mar Average, Belarus, BLR
34.1256, 1986, Apr Average, Belarus, BLR
29.3659, 1986, May Average, Belarus, BLR
61.0796, 1986, Jun Average, Belarus, BLR
79.7447, 1986, Jul Average, Belarus, BLR
120.786, 1986, Aug Average, Belarus, BLR
60.2428, 1986, Sep Average, Belarus, BLR
23.486, 1986, Oct Average, Belarus, BLR
33.2421, 1986, Nov Average, Belarus, BLR
39.5282, 1986, Dec Average, Belarus, BLR
36.0656, 1987, Jan Average, Belarus, BLR
22.3669, 1987, Feb Average, Belarus, BLR
39.328, 1987, Mar Average, Belarus, BLR
25.7197, 1987, Apr Average, Belarus, BLR
59.5404, 1987, May Average, Belarus, BLR
101.556, 1987, Jun Average, Belarus, BLR
60.2383, 1987, Jul Average, Belarus, BLR
91.6889, 1987, Aug Average, Belarus, BLR
56.5529, 1987, Sep Average, Belarus, BLR
16.2654, 1987, Oct Average, Belarus, BLR
48.8857, 1987, Nov Average, Belarus, BLR
52.6667, 1987, Dec Average, Belarus, BLR
23.5321, 1988, Jan Average, Belarus, BLR
27.7663, 1988, Feb Average, Belarus, BLR
54.1895, 1988, Mar Average, Belarus, BLR
24.4629, 1988, Apr Average, Belarus, BLR
38.8798, 1988, May Average, Belarus, BLR
136.788, 1988, Jun Average, Belarus, BLR
68.4124, 1988, Jul Average, Belarus, BLR
81.4075, 1988, Aug Average, Belarus, BLR
56.507, 1988, Sep Average, Belarus, BLR
14.6655, 1988, Oct Average, Belarus, BLR
53.9647, 1988, Nov Average, Belarus, BLR
50.866, 1988, Dec Average, Belarus, BLR
27.561, 1989, Jan Average, Belarus, BLR
29.6354, 1989, Feb Average, Belarus, BLR
38.9498, 1989, Mar Average, Belarus, BLR
43.4007, 1989, Apr Average, Belarus, BLR
28.2167, 1989, May Average, Belarus, BLR
117.572, 1989, Jun Average, Belarus, BLR
73.8415, 1989, Jul Average, Belarus, BLR
96.842, 1989, Aug Average, Belarus, BLR
35.2395, 1989, Sep Average, Belarus, BLR
67.7141, 1989, Oct Average, Belarus, BLR
31.3914, 1989, Nov Average, Belarus, BLR
55.4928, 1989, Dec Average, Belarus, BLR
39.5572, 1990, Jan Average, Belarus, BLR
30.8361, 1990, Feb Average, Belarus, BLR
40.5782, 1990, Mar Average, Belarus, BLR
33.2325, 1990, Apr Average, Belarus, BLR
32.4938, 1990, May Average, Belarus, BLR
64.8415, 1990, Jun Average, Belarus, BLR
133.759, 1990, Jul Average, Belarus, BLR
69.155, 1990, Aug Average, Belarus, BLR
120.149, 1990, Sep Average, Belarus, BLR
42.5025, 1990, Oct Average, Belarus, BLR
57.7557, 1990, Nov Average, Belarus, BLR
38.3396, 1990, Dec Average, Belarus, BLR
23.9795, 1991, Jan Average, Belarus, BLR
34.4964, 1991, Feb Average, Belarus, BLR
18.8117, 1991, Mar Average, Belarus, BLR
29.1048, 1991, Apr Average, Belarus, BLR
74.394, 1991, May Average, Belarus, BLR
96.938, 1991, Jun Average, Belarus, BLR
66.1253, 1991, Jul Average, Belarus, BLR
42.5954, 1991, Aug Average, Belarus, BLR
50.1962, 1991, Sep Average, Belarus, BLR
39.7521, 1991, Oct Average, Belarus, BLR
40.937, 1991, Nov Average, Belarus, BLR
26.2957, 1991, Dec Average, Belarus, BLR
31.1216, 1992, Jan Average, Belarus, BLR
38.8326, 1992, Feb Average, Belarus, BLR
41.2149, 1992, Mar Average, Belarus, BLR
41.5691, 1992, Apr Average, Belarus, BLR
48.1621, 1992, May Average, Belarus, BLR
47.0641, 1992, Jun Average, Belarus, BLR
29.8786, 1992, Jul Average, Belarus, BLR
27.7975, 1992, Aug Average, Belarus, BLR
79.5692, 1992, Sep Average, Belarus, BLR
83.2871, 1992, Oct Average, Belarus, BLR
65.6368, 1992, Nov Average, Belarus, BLR
27.6465, 1992, Dec Average, Belarus, BLR
49.365, 1993, Jan Average, Belarus, BLR
27.1485, 1993, Feb Average, Belarus, BLR
38.068, 1993, Mar Average, Belarus, BLR
36.2996, 1993, Apr Average, Belarus, BLR
29.6134, 1993, May Average, Belarus, BLR
73.6173, 1993, Jun Average, Belarus, BLR
137.888, 1993, Jul Average, Belarus, BLR
48.3336, 1993, Aug Average, Belarus, BLR
85.1511, 1993, Sep Average, Belarus, BLR
45.5528, 1993, Oct Average, Belarus, BLR
9.05879, 1993, Nov Average, Belarus, BLR
62.7743, 1993, Dec Average, Belarus, BLR
60.6422, 1994, Jan Average, Belarus, BLR
21.1877, 1994, Feb Average, Belarus, BLR
63.7552, 1994, Mar Average, Belarus, BLR
44.3168, 1994, Apr Average, Belarus, BLR
67.8004, 1994, May Average, Belarus, BLR
66.8806, 1994, Jun Average, Belarus, BLR
17.1085, 1994, Jul Average, Belarus, BLR
58.7528, 1994, Aug Average, Belarus, BLR
65.4738, 1994, Sep Average, Belarus, BLR
45.2416, 1994, Oct Average, Belarus, BLR
45.6168, 1994, Nov Average, Belarus, BLR
46.1464, 1994, Dec Average, Belarus, BLR
32.0612, 1995, Jan Average, Belarus, BLR
52.9792, 1995, Feb Average, Belarus, BLR
36.5227, 1995, Mar Average, Belarus, BLR
57.0214, 1995, Apr Average, Belarus, BLR
55.6071, 1995, May Average, Belarus, BLR
76.3101, 1995, Jun Average, Belarus, BLR
46.6896, 1995, Jul Average, Belarus, BLR
58.4228, 1995, Aug Average, Belarus, BLR
88.2189, 1995, Sep Average, Belarus, BLR
24.4557, 1995, Oct Average, Belarus, BLR
36.4005, 1995, Nov Average, Belarus, BLR
25.1405, 1995, Dec Average, Belarus, BLR
27.3557, 1996, Jan Average, Belarus, BLR
37.2936, 1996, Feb Average, Belarus, BLR
21.5601, 1996, Mar Average, Belarus, BLR
28.0906, 1996, Apr Average, Belarus, BLR
79.3217, 1996, May Average, Belarus, BLR
53.8102, 1996, Jun Average, Belarus, BLR
85.844, 1996, Jul Average, Belarus, BLR
20.0146, 1996, Aug Average, Belarus, BLR
85.6699, 1996, Sep Average, Belarus, BLR
30.31, 1996, Oct Average, Belarus, BLR
59.6309, 1996, Nov Average, Belarus, BLR
43.0964, 1996, Dec Average, Belarus, BLR
16.678, 1997, Jan Average, Belarus, BLR
28.6319, 1997, Feb Average, Belarus, BLR
33.2882, 1997, Mar Average, Belarus, BLR
43.3193, 1997, Apr Average, Belarus, BLR
65.6073, 1997, May Average, Belarus, BLR
107.677, 1997, Jun Average, Belarus, BLR
104.205, 1997, Jul Average, Belarus, BLR
31.7551, 1997, Aug Average, Belarus, BLR
57.3262, 1997, Sep Average, Belarus, BLR
74.1296, 1997, Oct Average, Belarus, BLR
51.7638, 1997, Nov Average, Belarus, BLR
47.1283, 1997, Dec Average, Belarus, BLR
35.0823, 1998, Jan Average, Belarus, BLR
34.0459, 1998, Feb Average, Belarus, BLR
42.1868, 1998, Mar Average, Belarus, BLR
51.0169, 1998, Apr Average, Belarus, BLR
68.1282, 1998, May Average, Belarus, BLR
106.206, 1998, Jun Average, Belarus, BLR
119.233, 1998, Jul Average, Belarus, BLR
88.2527, 1998, Aug Average, Belarus, BLR
83.5837, 1998, Sep Average, Belarus, BLR
60.2677, 1998, Oct Average, Belarus, BLR
42.4978, 1998, Nov Average, Belarus, BLR
38.1608, 1998, Dec Average, Belarus, BLR
